gdp,cpia_regulation,cpia_gender,cpia_resources,cpia_transparency,education$,coll_enrollment,income_middle60%,comm_export_capita
7.479976991613202,2.4581128486612207,2.0,4.828682739953337,1.4142135623730951,2.1239491519337275,53.24683,50.5,2.6933468085745957
8.67697768575148,3.4275226679634283,4.0,5.916136841548457,1.7320508075688772,1.799644409320908,76.88706,52.4,5.391689927794269
8.792924638759551,1.9711610109413424,3.5,3.811970435252877,1.5811388300841898,1.854446008920184,28.78131,50.5,7.719941381715154
9.511531041098346,3.695893497359159,4.0,6.041162187740523,1.855921454156937,1.8638803609674093,94.00599,44.2,6.9348968200271
9.608964131333977,3.6422480273595568,4.0,6.167009139576892,1.855921454156937,1.9118028140998224,93.34507,45.4,7.07333447659442
9.711809358618002,3.695893497359159,3.833333333,6.293673104239162,1.855921454156937,1.973914891782318,93.70675,45.3,7.244100337696609
9.760651866045883,3.588588384862621,3.833333333,6.293673104239162,1.855921454156937,2.082740982455572,95.24628,46.3,7.461394437654279
9.695893109825796,3.534914395385027,3.777777778,6.167009139576892,1.8708286933869709,2.211329916588658,98.83082,47.4,7.222122052099864
9.80172666155992,3.588588384862621,3.666666667,6.293673104239162,1.840893502894722,2.146245559110141,101.80112,46.900000000000006,7.422024179802235
9.869063278057787,3.4275226679634283,3.722222222,6.167009139576892,1.840893502894722,2.2330047021894064,103.59968,47.3,7.606935541578541
9.885443228518335,3.3738045622947634,3.611111111,6.167009139576892,1.840893502894722,2.258105400551533,105.19255,48.5,7.558784602516901
9.910099644397148,3.3738045622947634,3.555555556,6.167009139576892,1.8708286933869709,2.311730953203681,106.32314,48.900000000000006,7.496067062976496
8.583149457078926,3.910336952725286,4.5,8.288775033226226,1.5811388300841898,1.6468242164845646,91.05856,47.2,5.731667793028151
8.74433354486505,3.910336952725286,4.5,8.288775033226226,1.8708286933869709,1.6479593441587084,93.88583,52.2,5.807316359368302
8.90669557037384,3.910336952725286,4.5,8.288775033226226,1.8708286933869709,1.7375097122030714,94.87297,51.6,5.92477528924898
8.999410676916456,3.910336952725286,4.5,8.288775033226226,1.7320508075688772,1.7812158768661366,92.70561,52.5,5.8710613589862
8.86026219288819,3.910336952725286,4.5,8.288775033226226,1.7320508075688772,1.959793356453685,96.63288,53.1,5.445627284316577
8.90005679903434,3.910336952725286,4.5,8.288775033226226,1.7320508075688772,1.8024982662959763,96.59815,51.5,5.841476264393906
10.404843278022735,3.119656948001716,3.318181818,5.916136841548457,1.6922282245607416,2.2164521199430407,148.36611,50.5,8.566953318811436
10.5325987523306,2.9875556198905726,3.363636364,5.71333441338356,1.7320508075688772,2.1529723639656875,128.03405,50.0,9.08187207762446
10.580622722326709,2.9875556198905726,3.363636364,6.432778463784008,1.7320508075688772,2.359860165348786,132.4567,50.6,9.17247355196692
8.816025864208495,3.4275226679634283,4.0,5.916136841548457,1.5811388300841898,1.724708671051433,96.59815,51.4,6.251943582103512
9.594225634470837,3.910336952725286,4.0,7.0705664903559216,1.5811388300841898,1.667519115332715,98.80386,50.5,7.762630801035543
7.637721251930294,3.4275226679634283,4.0,5.916136841548457,1.5811388300841898,2.19402825870589,45.51679,48.7,4.208007946591256
7.974894100273361,3.4275226679634283,4.0,5.916136841548457,1.7320508075688772,2.19402825870589,50.11942,49.7,4.872112949289924
9.629303964235689,3.695893497359159,4.0,6.041162187740523,1.855921454156937,2.3572717280788824,108.55,50.5,7.201565261407643
9.7153110891788,3.588588384862621,3.666666667,6.293673104239162,1.840893502894722,2.423802797258886,101.90247,50.5,7.041298636381775
9.174518356700563,3.475856226803656,4.1,6.14177424242322,1.6278820596099706,2.423020841841853,96.59815,54.6,7.41112510788821
9.550489412291263,3.695893497359159,4.277777778,6.549434072861499,1.6158932857710624,2.1252599840960635,109.52856,53.9,7.715330177637439
9.639706234522343,3.695893497359159,4.277777778,6.678522274489564,1.6329931619575142,2.3259707650785297,107.05787,53.7,7.8886919512155345
9.714999018970731,3.669072523417986,4.1875,6.775863266611121,1.695582495781317,2.20086801058128,106.30808,54.5,8.384469438983247
9.804014670697132,3.669072523417986,4.25,6.775863266611121,1.7320508075688772,2.262975916796288,107.00487,54.4,8.492223969282861
9.851941068203972,3.669072523417986,4.1875,6.630020290481129,1.7320508075688772,2.275069229715878,106.22801,54.3,8.279103357231442
9.852667830206151,3.2340664262068994,4.0,5.916136841548457,1.6431676725154984,2.2332733822799216,107.0318,54.1,8.247913104437057
10.409669109296958,3.475856226803656,4.1,6.14177424242322,1.6278820596099706,2.401874268149772,108.35425,53.1,10.374643200706416
10.470445747478694,3.3791770486642445,4.1,6.14177424242322,1.6278820596099706,2.416683678101046,108.50358,54.3,10.456765243635154
10.513167522667231,3.669072523417986,4.3125,6.485191084143741,1.620185174601965,2.4184767933556857,107.87072,53.3,10.612336750557924
10.542292849109447,3.789739468582781,4.375,6.485191084143741,1.600781059358212,2.5082643401364217,106.41283,54.2,10.693153162180993
10.538764860346893,3.695893497359159,4.277777778,6.549434072861499,1.6158932857710624,2.532856095399026,105.69595,54.3,10.444439415858875
10.59260261502267,3.695893497359159,4.277777778,6.678522274489564,1.6329931619575142,2.531400797977278,105.78588,54.2,10.135205034839544
10.61994517141132,3.669072523417986,4.1875,6.775863266611121,1.695582495781317,2.5256167563587315,106.48113,54.7,10.298181037866724
9.172105652571265,3.588588384862621,3.666666667,6.293673104239162,1.840893502894722,2.573130389234094,75.35979,50.5,6.854547315258355
7.607083318617163,3.910336952725286,3.0,4.828682739953337,1.8708286933869709,1.905463198280145,34.58277,50.5,3.5935774368213824
8.286503741283973,3.4275226679634283,4.5,7.0705664903559216,2.0,2.660469883310089,45.72123,50.5,5.967443340108627
8.780380194264746,3.4275226679634283,4.0,7.0705664903559216,2.1213203435596424,2.006108172557004,66.11239,50.5,6.375145694965104
9.297264578499911,2.997344292773568,3.25,5.42434643811302,1.6749792703194866,3.267811194056352,78.52549,50.5,7.758662721980902
9.301629751915051,3.695893497359159,4.0,6.041162187740523,1.855921454156937,2.115821353517352,101.29199,36.3,6.454994653932119
9.435363755298534,3.695893497359159,3.833333333,6.293673104239162,1.855921454156937,2.2312216384752097,95.17,37.7,6.731854529883718
9.49417028437739,3.588588384862621,3.833333333,6.293673104239162,1.855921454156937,2.2962360505836505,96.72012,38.2,6.9246611328799705
9.489769734300983,3.534914395385027,3.777777778,6.167009139576892,1.8708286933869709,2.3391323177622936,96.66548,38.5,6.661022566643737
9.6151492648222,3.4275226679634283,3.722222222,6.167009139576892,1.840893502894722,2.3957295339833333,95.26338,39.2,7.155350019199751
9.615494765150794,3.3738045622947634,3.611111111,6.167009139576892,1.840893502894722,2.4319354432221263,95.58373,38.6,7.090823587925938
9.239162980963863,3.475856226803656,4.1,6.14177424242322,1.6278820596099706,2.0286350090639766,90.45072,50.5,7.335474400818509
9.342025436184912,3.3791770486642445,4.1,6.14177424242322,1.6278820596099706,1.9778877622352589,91.37149,52.6,7.594767004657408
9.45890290615633,3.669072523417986,4.3125,6.485191084143741,1.620185174601965,1.911274443924786,91.69475,50.5,7.809055072168149
9.571358869015397,3.789739468582781,4.375,6.485191084143741,1.600781059358212,2.0505584605175247,90.61116,52.1,8.007048838959438
9.559795817941149,3.695893497359159,4.277777778,6.549434072861499,1.6158932857710624,2.072223443550429,89.52446,52.3,7.704251528741597
9.612958765367466,3.695893497359159,4.277777778,6.678522274489564,1.6329931619575142,1.9787268634149584,90.42465,51.5,7.932908591364423
9.664473732060886,3.669072523417986,4.1875,6.775863266611121,1.695582495781317,1.8953469339411189,93.18286,52.5,8.251631215833694
