%pov,cpia_regulation,cpia_gender,cpia_resources,cpia_transparency,education$,coll_enrollment,income_middle60%,comm_export_capita
2.970414465569701,1.5040773967762742,4.0,1.8708286933869709,1.7320508075688772,3.23872,76.88706,52.4,5.391689927794269
2.312535423847214,1.6094379124341005,4.0,2.0,1.5811388300841898,2.78062,98.80386,50.400000000000006,7.762630801035543
3.713572066704308,1.5040773967762742,4.0,1.8708286933869709,1.5811388300841898,4.709555,45.51679,48.7,4.208007946591256
3.481240089335692,1.5040773967762742,4.0,1.8708286933869709,1.7320508075688772,4.709555,50.11942,49.7,4.872112949289924
2.617395832834079,1.515127232962859,4.1,1.8973665961010275,1.6278820596099706,5.87103,96.83547,54.6,7.41112510788821
1.8562979903656265,1.5639755384038547,4.277777778,1.9436506316722664,1.6158932857710624,4.51673,109.52856,53.9,7.715330177637439
1.8245492920510455,1.5639755384038547,4.277777778,1.957890020659996,1.6329931619575142,5.41014,107.05787,53.7,7.8886919512155345
2.1162555148025524,1.55814461804655,4.1875,1.9685019685029528,1.695582495781317,4.84382,106.30808,54.5,8.384469438983247
1.9878743481543453,1.55814461804655,4.25,1.9685019685029528,1.7320508075688772,5.12106,107.00487,54.4,8.492223969282861
1.8718021769015916,1.55814461804655,4.1875,1.9525624189766635,1.7320508075688772,5.17594,106.22801,54.3,8.279103357231442
1.7578579175523736,1.4586150226995167,4.0,1.8708286933869709,1.6431676725154984,4.98751,107.0318,54.1,8.247913104437057
4.188138441508461,1.3862943611198906,4.0,2.0,1.4142135623730951,5.41475,32.27849,46.8,3.057375850594339
3.711130063048756,1.3862943611198906,3.0,1.7320508075688772,1.5811388300841898,3.36625,31.76378,45.0,5.450022532783896
3.40452517175483,1.552279498547093,4.0,1.9002923751359948,1.855921454156937,3.02381,98.33355,41.5,8.200983811443027
3.269568939183719,1.5284688498763368,3.777777778,1.9002923751359948,1.8708286933869709,4.24129,94.21283,41.400000000000006,8.103236616404535
3.144152278672264,1.5040773967762742,3.722222222,1.9002923751359948,1.840893502894722,4.0681,93.78813,42.1,8.469569247148621
