gdp,cpia_regulation,cpia_gender,cpia_resources,cpia_transparency,education$,coll_enrollment,income_middle60%,comm_export_capita
24681.14,3.45,4.1,3.6,2.65,4.90801,98.58061,47.9,4255.484715491536
25736.35,3.75,4.3125,3.75,2.625,4.92191,102.07882,49.0,4978.069378212806
26665.84,3.875,4.375,3.75,2.5625,4.70212,103.83484,49.1,5421.985711453786
26459.16,3.777777778,4.277777778,3.777777778,2.611111111,5.56215,106.07156,50.3,4187.069043427921
27260.55,3.777777778,4.277777778,3.833333333,2.666666667,5.40289,106.94795,49.6,4673.563218734335
26769.51,3.75,4.1875,3.875,2.875,5.12127,106.81678,49.3,5644.135755326041
112073.1,3.0,2.75,3.25,2.75,3.97188,111.14769,50.5,30354.889044549964
143070.21,3.5,2.5,3.25,2.5,4.53966,101.05862,50.5,43749.19197912581
9602.1,3.55,4.1,3.6,2.65,3.45668,83.71563,50.5,1300.6560016247895
13701.64,3.75,4.3125,3.75,2.625,4.22328,89.2293,51.2,1937.9751358623016
16632.78,3.777777778,4.277777778,3.777777778,2.611111111,4.16182,97.94383,52.4,1992.3308962362416
17355.85,3.777777778,4.277777778,3.833333333,2.666666667,3.45849,100.23869,53.1,2440.544324256326
18802.95,3.75,4.1875,3.875,2.875,3.02775,100.41964,53.3,3111.6473150453
19809.19,3.75,4.25,3.875,3.0,2.93955,99.36214,52.900000000000006,2886.8396347897487
916.98,3.5,3.5,4.0,3.0,4.81376,15.98657,37.4,16.607951719746932
1315.03,4.0,4.0,4.5,3.5,4.95011,32.76186,40.3,23.290875738951605
1503.84,4.5,4.0,4.5,3.5,5.02795,40.15979,41.8,56.069662268823166
2230.28,3.0,3.0,3.5,3.5,5.25117,43.17042,50.5,21.13041192478971
2849.29,2.5,3.0,3.0,3.5,9.7641,52.9637,52.1,35.03539623801733
46012.76,3.0,2.75,3.25,2.75,5.43093,86.16687,50.5,7389.144907885367
2405.91,3.5,3.5,3.5,3.0,5.13697,22.01669,48.0,134.02583666186536
2684.49,4.0,3.5,3.5,3.0,5.59999,35.5977,50.5,166.45184755646014
12798.16,3.777777778,4.277777778,3.833333333,2.666666667,4.58655,91.42763,50.5,1343.2903750372354
13933.83,3.75,4.25,3.875,3.0,4.42657,94.16962,50.400000000000006,1559.7875526265382
23852.64,3.55,4.1,3.6,2.65,5.58241,97.12325,55.5,8945.891833135547
25718.76,3.45,4.1,3.6,2.65,5.57559,96.83547,55.6,10455.452421883252
27573.64,3.75,4.3125,3.75,2.625,5.10509,98.25645,55.5,13156.351312259616
29604.29,3.875,4.375,3.75,2.5625,5.10609,98.10135,55.8,14472.217258954068
27538.01,3.777777778,4.277777778,3.777777778,2.611111111,5.56859,97.79404,55.5,10984.829044810702
27825.48,3.777777778,4.277777778,3.833333333,2.666666667,5.56251,97.85898,55.6,11927.635942502697
28931.38,3.75,4.1875,3.875,2.875,5.56563,97.8459,55.5,14119.022454225676
29042.82,3.75,4.25,3.875,3.0,5.66161,97.85595,55.4,13163.796075558574
10540.14,3.055555556,3.25,3.277777778,2.805555556,5.06321,88.91318,26.4,958.6654754304652
12658.03,2.972222222,3.25,3.25,2.694444444,4.86601,89.49576,28.8,1462.7579986651851
12771.91,2.916666667,3.333333333,3.333333333,2.555555556,5.72173,90.25352,28.6,1589.8166543199902
13556.03,3.027777778,3.305555556,3.277777778,2.555555556,6.05628,93.80908,29.5,1691.7864432099946
27606.93,3.55,4.1,3.6,2.65,4.13003,117.51314,53.4,4416.351675734847
30718.22,3.45,4.1,3.6,2.65,4.1676,117.54267,52.9,4819.887250307547
32473.65,3.75,4.3125,3.75,2.625,4.23331,117.50554,52.2,5611.240088391567
33263.27,3.875,4.375,3.75,2.5625,4.501,117.6678,52.400000000000006,6075.5667147464255
32092.72,3.777777778,4.277777778,3.777777778,2.611111111,4.86781,118.39464,52.3,4811.983921974544
31681.1,3.777777778,4.277777778,3.833333333,2.666666667,4.81924,124.38406,52.0,5315.203927340823
31867.97,3.75,4.1875,3.875,2.875,4.86651,128.59216,52.2,6401.157992260031
31720.27,3.75,4.25,3.875,3.0,4.4189,131.03416,52.3,6214.695238690695
32444.46,3.75,4.1875,3.8125,3.0,4.30494,131.08604,52.4,6716.1329344604665
8316.31,4.0,4.0,3.5,3.0,1.71774,96.93236,50.5,401.7722089645639
10319.4,4.0,4.0,3.5,3.0,1.49617,99.64744,46.1,445.8161726708197
34244.47,3.55,4.1,3.6,2.65,6.55951,104.11052,55.7,14426.34495477748
37727.72,3.45,4.1,3.6,2.65,6.41068,103.63069,55.2,16229.318518078016
40910.32,3.75,4.3125,3.75,2.625,6.21507,102.63951,54.900000000000006,18480.51778928328
42158.3,3.875,4.375,3.75,2.5625,6.39072,101.59046,54.5,19944.4557168574
40279.88,3.777777778,4.277777778,3.777777778,2.611111111,6.85779,99.69329,55.1,14100.765055387876
42221.76,3.777777778,4.277777778,3.833333333,2.666666667,6.622,98.19066,54.8,16891.500710163204
44608.58,3.75,4.1875,3.875,2.875,6.49111,96.91104,55.1,19779.22501027334
45432.43,3.75,4.25,3.875,3.0,7.65619,98.03959,55.2,18114.390400628447
46312.39,3.75,4.1875,3.8125,3.0,7.71773,128.46305,54.9,17446.521802002193
10198.16,3.181818182,3.318181818,3.5,2.863636364,3.93859,71.55975,50.5,1672.8617304777658
10952.2,3.0,3.333333333,3.375,2.875,4.05037,71.7623,45.6,1968.9532776358087
11769.53,3.045454545,3.363636364,3.409090909,2.954545455,3.60314,77.44215,46.7,2298.0485655191333
12111.37,3.045454545,3.363636364,3.409090909,3.0,3.5085,78.2238,46.4,2612.691464409161
12018.17,3.045454545,3.363636364,3.590909091,2.954545455,3.8638,80.85283,46.900000000000006,2248.7684057107435
12988.93,3.045454545,3.363636364,3.727272727,3.0,3.51031,83.62145,46.900000000000006,2860.848415132928
13284.12,2.961538462,3.307692308,3.538461538,3.076923077,4.80828,87.44397,47.6,3330.1483785288124
14586.91,2.892857143,3.285714286,3.5,3.142857143,4.53768,87.12412,47.0,3319.178635740292
15090.1,2.9,3.3,3.4,3.1,4.12567,86.20559,48.0,3284.450015451589
1346.02,3.0,3.0,2.0,2.0,3.40689,45.02997,50.5,63.012874507777774
1607.27,2.5,3.0,3.0,2.5,4.43707,54.70859,43.6,146.83527118461234
8012.21,3.0,2.75,3.25,2.75,6.45157,84.80422,48.9,1010.1340322384395
10428.54,3.5,2.5,3.25,2.5,6.25478,90.42879,50.3,1507.7077055910554
1497.23,4.0,3.5,4.5,3.0,4.81376,19.55326,44.1,29.0843929856482
2017.07,4.0,3.5,4.0,2.5,3.2543,27.36668,42.900000000000006,49.9041281310764
2094.43,4.0,3.5,4.0,2.5,2.25446,27.14043,50.5,50.04690101901791
7214.11,3.55,4.1,3.6,2.65,6.05848,96.99604,53.1,726.6288017084154
8054.04,3.45,4.1,3.6,2.65,6.20873,97.67863,52.400000000000006,820.0347265630394
9004.88,3.75,4.3125,3.75,2.625,6.1512,97.06345,53.900000000000006,1059.881172250185
9434.44,3.875,4.375,3.75,2.5625,6.42993,96.05105,54.0,1447.36116805178
8093.56,3.777777778,4.277777778,3.777777778,2.611111111,7.31088,94.93582,54.5,861.949542564033
8559.93,3.777777778,4.277777778,3.833333333,2.666666667,4.81376,95.09127,54.6,1121.2002347204289
9246.77,3.75,4.1875,3.875,2.875,6.16238,93.24954,54.9,1496.3660246690124
9705.36,3.75,4.25,3.875,3.0,6.69233,97.10629,54.8,1506.6782217456223
11111.05,3.75,4.1875,3.8125,3.0,6.67165,98.34995,54.6,1391.9753521064836
32747.05,3.55,4.1,3.6,2.65,5.195,105.38728,50.1,6502.254585363743
34751.67,3.45,4.1,3.6,2.65,5.23207,98.29451,49.7,7536.935495067778
35546.26,3.75,4.3125,3.75,2.625,5.15348,96.93358,51.0,7403.5755855240195
36771.01,3.875,4.375,3.75,2.5625,5.10942,97.78373,50.2,7798.809211093339
35094.36,3.777777778,4.277777778,3.777777778,2.611111111,5.30917,99.36228,50.3,5774.519573153627
36578.93,3.777777778,4.277777778,3.833333333,2.666666667,5.9406,101.90886,51.0,6723.571111263174
37260.67,3.75,4.1875,3.875,2.875,5.76205,92.84833,51.400000000000006,8177.338356807534
39975.19,3.75,4.1875,3.8125,3.0,5.68625,124.42597,51.8,8546.025452829519
12176.09,3.777777778,4.0,3.555555556,3.444444444,2.71476,101.21551,50.5,1031.4157219007948
13048.08,3.722222222,4.0,3.611111111,3.444444444,2.88026,100.81205,43.5,1200.7774159448234
17688.38,3.666666667,3.666666667,3.666666667,3.388888889,4.81376,90.29585,44.8,2005.6253117309257
2652.84,3.5,3.5,3.5,3.0,4.81376,59.5327,48.7,188.11763962958284
5391.17,3.5,4.5,4.5,3.0,6.28534,96.59815,47.2,826.4023416180104
