gdp,cpia_regulation,cpia_gender,cpia_resources,cpia_transparency,education$,coll_enrollment,income_middle60%,comm_export_capita
10291.2,3.666666667,3.833333333,3.666666667,3.444444444,3.9098,93.97066,37.3,858.7381782483216
10357.33,3.611111111,3.777777778,3.611111111,3.5,4.74743,99.23594,37.9,741.3694852793085
10830.2,3.666666667,3.666666667,3.666666667,3.388888889,4.82616,102.02062,37.5,888.5092976391435
11694.73,3.5,3.722222222,3.611111111,3.388888889,4.45981,103.87265,38.3,1257.0050772145223
12095.65,3.444444444,3.611111111,3.611111111,3.388888889,4.38531,99.85003,39.2,1316.5232881435684
12798.66,3.444444444,3.555555556,3.611111111,3.5,4.9049,100.33773,39.2,1272.1562143244737
13390.03,3.444444444,3.5,3.611111111,3.5,4.6708,98.76191,39.3,1173.8907886201594
9772.46,3.777777778,4.0,3.555555556,3.444444444,4.81376,84.36382,43.0,1656.829362075513
10658.28,3.722222222,4.0,3.611111111,3.444444444,4.65442,91.00605,41.2,1657.0535865196707
11680.57,3.777777778,3.833333333,3.666666667,3.444444444,4.73357,92.07306,40.7,2010.7163219346585
12297.21,3.666666667,3.833333333,3.666666667,3.444444444,5.04483,93.14224,41.6,2164.52898507104
12103.38,3.611111111,3.777777778,3.611111111,3.5,6.28912,99.64572,40.2,1936.466961581389
12740.34,3.666666667,3.666666667,3.666666667,3.388888889,6.81181,102.18531,41.9,1956.8038860711183
13410.35,3.5,3.722222222,3.611111111,3.388888889,6.61588,104.56289,41.900000000000006,2184.274072923375
14174.6,3.444444444,3.611111111,3.611111111,3.388888889,6.86298,107.95096,42.2,2375.294624849549
14851.14,3.444444444,3.555555556,3.611111111,3.5,6.92005,114.63662,41.8,2394.2355683512696
15905.15,3.444444444,3.5,3.611111111,3.5,7.01164,120.32665,41.900000000000006,2320.807731703813
20227.4,3.777777778,4.277777778,3.777777778,2.611111111,4.38925,100.62829,53.3,2437.025411010594
20048.35,3.777777778,4.277777778,3.833333333,2.666666667,4.25217,100.71391,53.8,2749.593053496195
21094.04,3.75,4.1875,3.875,2.875,4.15795,99.88217,53.8,3121.9814410148806
27763.15,3.55,4.1,3.6,2.65,6.34274,96.54328,51.8,1491.109899890267
30011.12,3.45,4.1,3.6,2.65,6.39555,96.59815,51.1,1340.5484756091785
32885.29,3.75,4.3125,3.75,2.625,6.34744,97.77915,51.2,1384.1602135448047
34830.27,3.875,4.375,3.75,2.5625,6.80899,98.32904,50.7,1568.409962559159
33886.74,3.777777778,4.277777778,3.777777778,2.611111111,7.30415,98.38756,50.8,1216.0039838916125
33511.3,3.777777778,4.277777778,3.833333333,2.666666667,6.66191,91.4408,51.0,1333.5191840918626
33406.18,3.75,4.1875,3.875,2.875,6.64467,92.82562,50.3,1707.0948234455752
34150.16,3.55,4.1,3.6,2.65,8.08274,124.18092,55.0,15182.060651374535
37331.98,3.45,4.1,3.6,2.65,7.72784,120.0791,54.3,16715.472987556994
39011.14,3.75,4.3125,3.75,2.625,7.61379,118.8251,54.1,18668.60000882552
41278.33,3.875,4.375,3.75,2.5625,7.49235,117.89976,55.0,21164.876685887142
40331.82,3.777777778,4.277777778,3.777777778,2.611111111,8.48798,118.03464,54.7,16673.746756664514
43000.86,3.777777778,4.277777778,3.833333333,2.666666667,8.61797,119.56939,54.0,17343.588353912797
44403.38,3.75,4.1875,3.875,2.875,8.54712,122.80119,53.8,20233.710089197302
7633.47,3.777777778,4.0,3.555555556,3.444444444,4.81376,61.8786,39.3,716.728278450302
9104.36,3.666666667,3.666666667,3.666666667,3.388888889,4.07574,83.51436,41.9,1166.8049339591455
9861.5,3.5,3.722222222,3.611111111,3.388888889,4.31455,83.46509,44.6,1466.2634686089684
10304.89,3.444444444,3.611111111,3.611111111,3.388888889,4.1657,85.45839,44.6,1540.4415504172953
5262.38,3.777777778,4.0,3.555555556,3.444444444,2.73246,68.53398,42.9,569.1586519316501
5663.82,3.722222222,4.0,3.611111111,3.444444444,3.01268,68.24402,43.900000000000006,618.1179067090942
5915.48,3.777777778,3.833333333,3.666666667,3.444444444,3.05447,68.35095,43.6,664.2044398226974
6133.07,3.666666667,3.833333333,3.666666667,3.444444444,3.74166,68.1611,42.900000000000006,764.8310440024133
6020.71,3.611111111,3.777777778,3.611111111,3.5,3.96954,69.74997,43.5,634.7005047833034
6198.25,3.666666667,3.666666667,3.666666667,3.388888889,3.48668,72.02085,45.5,735.8878364431731
6542.94,3.5,3.722222222,3.611111111,3.388888889,3.41749,74.83489,45.8,864.8977061708565
1010.02,3.5,3.0,4.5,2.5,4.49659,34.80822,50.2,14.915982176990465
7339.14,3.045454545,3.363636364,3.409090909,3.0,4.25357,87.86987,45.7,1028.079827729832
32051.79,3.55,4.1,3.6,2.65,6.03606,111.97108,53.3,12435.593316248884
34452.9,3.45,4.1,3.6,2.65,5.9381,111.61355,53.4,14674.358191037752
37843.12,3.75,4.3125,3.75,2.625,5.68609,110.32909,53.2,16979.32295073288
40083.7,3.875,4.375,3.75,2.5625,5.84677,108.74427,53.400000000000006,18236.174342826504
37972.65,3.777777778,4.277777778,3.777777778,2.611111111,6.48518,107.4238,53.8,11774.11526556832
38954.48,3.777777778,4.277777778,3.833333333,2.666666667,6.54071,107.27259,53.8,13073.261176033197
40916.84,3.75,4.1875,3.875,2.875,6.48201,107.47822,53.6,14623.281453497522
40873.1,3.75,4.25,3.875,3.0,7.19254,107.4859,53.9,13478.921321152256
41493.14,3.75,4.1875,3.8125,3.0,7.17948,143.21856,54.1,13687.400052252522
30494.21,3.55,4.1,3.6,2.65,5.49981,112.27382,52.9,6873.955971013348
32462.96,3.45,4.1,3.6,2.65,5.44211,112.07455,53.2,7528.303375146462
34122.71,3.75,4.3125,3.75,2.625,5.44519,111.83735,51.1,8430.42905155791
35092.69,3.875,4.375,3.75,2.5625,5.44403,111.62556,51.0,9234.35542483767
34676.36,3.777777778,4.277777778,3.777777778,2.611111111,5.73848,111.17852,51.5,7172.098697253054
35899.4,3.777777778,4.277777778,3.833333333,2.666666667,5.68342,111.3269,50.5,7867.85358642454
37439.23,3.75,4.1875,3.875,2.875,5.51586,111.22241,50.7,8963.52797176498
37677.73,3.75,4.25,3.875,3.0,5.53343,111.66532,50.900000000000006,8505.04864707631
5171.58,4.0,4.5,4.0,3.5,2.48431,81.6564,50.0,221.7709350157554
5866.59,4.5,4.5,4.5,3.5,3.00364,83.48521,50.2,240.9937103563161
6818.51,5.0,4.5,4.5,3.0,2.69687,89.8833,49.2,319.2514741624566
7139.01,5.5,4.5,4.5,3.0,2.91956,90.65106,48.900000000000006,389.1137957135459
6984.25,5.5,4.5,4.5,3.0,3.22238,88.10632,49.2,297.19581592897896
2897.37,4.0,4.0,4.0,3.5,7.42208,47.34028,46.2,136.00702828574416
4877.58,4.5,4.0,3.5,4.0,7.91914,58.13869,46.3,586.8172197959087
25577.52,3.55,4.1,3.6,2.65,3.96396,99.64309,51.4,1586.779683460398
27911.7,3.777777778,4.277777778,3.833333333,2.666666667,4.81376,104.97926,52.3,2480.428892882612
5900.85,3.722222222,4.0,3.611111111,3.444444444,2.98401,52.00338,38.0,242.03466181500045
6618.92,3.666666667,3.666666667,3.666666667,3.388888889,2.80307,63.14287,50.5,593.2916125718608
1438.64,3.0,4.0,3.0,2.5,1.84905,29.19433,50.5,87.05926315579872
6771.06,3.0,3.5,3.5,3.0,8.13973,96.86823,50.5,709.0237235573095
9351.79,3.0,3.5,3.5,2.5,3.66099,88.64228,50.5,1204.3263933084827
3719.2,3.5,4.0,4.0,3.0,4.81376,72.6366,39.7,367.2592066461774
37322.74,3.55,4.1,3.6,2.65,7.38386,109.11264,52.3,10415.138039456211
39697.76,3.45,4.1,3.6,2.65,7.37424,109.39719,51.6,11367.18491220678
41468.67,3.75,4.3125,3.75,2.625,7.06128,108.87189,52.0,15316.315047213113
43728.11,3.875,4.375,3.75,2.5625,7.25437,109.07084,50.5,16872.065627225013
41864.62,3.777777778,4.277777778,3.777777778,2.611111111,7.35713,107.943,52.900000000000006,12737.75330220817
39773.26,3.777777778,4.277777778,3.833333333,2.666666667,7.21403,109.28977,54.4,14473.258095654332
40936.87,3.75,4.1875,3.875,2.875,7.04752,108.55373,54.5,16766.63463045509
2936.56,3.5,3.5,4.0,3.5,3.1338,54.17274,50.5,86.91258605236112
3892.53,3.5,3.5,4.0,3.5,3.21076,59.79393,47.5,144.45834822796272
4215.58,3.5,3.5,4.0,3.5,3.31959,63.29094,50.5,177.66087074797713
4467.47,3.0,3.0,4.0,3.5,3.72321,66.42168,47.4,239.725008075186
6188.86,3.0,3.5,4.0,3.0,2.87282,60.13283,48.9,374.37946545467526
7161.81,3.045454545,3.363636364,3.409090909,2.954545455,3.04426,70.55849,47.7,485.8285959964564
7638.01,3.045454545,3.363636364,3.409090909,3.0,2.9019,69.7292,48.0,575.8696107558392
7941.17,3.045454545,3.363636364,3.590909091,2.954545455,3.52513,74.73399,47.8,483.4814662568484
8430.62,3.045454545,3.363636364,3.727272727,3.0,2.81228,76.54019,47.6,646.5928119854581
9022.72,2.961538462,3.307692308,3.538461538,3.076923077,3.18944,79.21021,45.1,823.5405451954075
9645.15,2.892857143,3.285714286,3.5,3.142857143,3.40748,80.40742,44.8,759.450853304893
10009.01,2.9,3.3,3.4,3.1,3.36658,82.48971,44.5,720.7623836664961
10233.99,2.9,3.3,3.4,3.133333333,3.29643,82.4687,45.0,687.0247766886065
40466.23,3.55,4.1,3.6,2.65,4.52772,109.53949,50.5,26062.823436138344
44229.52,3.45,4.1,3.6,2.65,4.54725,110.68822,51.3,25706.624575280603
46779.4,3.75,4.3125,3.75,2.625,4.71578,112.88951,51.6,28219.81242167162
44169.09,3.875,4.375,3.75,2.5625,5.4506,114.90616,52.6,28993.11628326173
41471.49,3.777777778,4.277777778,3.777777778,2.611111111,6.15929,118.91978,51.6,26935.37842125491
43208.24,3.777777778,4.277777778,3.833333333,2.666666667,6.09528,123.46261,52.1,26432.989119895265
45085.39,3.75,4.1875,3.875,2.875,5.75342,122.09314,51.9,28320.15500740445
46388.58,3.75,4.25,3.875,3.0,5.77466,126.09333,51.400000000000006,26135.03539629458
25625.04,3.0,2.75,3.25,2.75,5.74732,104.73612,48.0,6171.723351755386
26336.43,3.0,2.75,3.25,2.75,5.74272,104.88754,48.8,6633.669279952365
28175.21,3.5,2.25,3.25,2.75,5.48363,104.26852,49.0,7533.515549922703
27994.9,3.5,2.25,3.25,2.75,5.51871,102.88162,48.6,8392.278486208406
27903.12,3.5,2.5,3.25,2.75,5.47869,101.99169,48.5,6403.576733995939
29298.96,3.5,2.5,3.25,2.5,5.52761,102.05584,48.1,7662.131801248754
31161.72,3.25,2.5,3.25,2.5,5.56064,101.69799,49.0,8730.115120142162
34740.4,3.25,2.5,3.25,2.25,5.85994,101.53176,49.7,8286.02357466344
30130.64,3.55,4.1,3.6,2.65,4.24747,98.28961,52.5,6385.786401597072
32451.49,3.45,4.1,3.6,2.65,4.53567,99.0232,52.2,7169.250432190511
34145.55,3.75,4.3125,3.75,2.625,4.11661,99.62739,52.8,8553.826394807515
35523.27,3.875,4.375,3.75,2.5625,4.40077,100.36239,52.3,9225.86595740178
34603.26,3.777777778,4.277777778,3.777777778,2.611111111,4.53406,100.71809,52.6,6885.485183362908
35156.67,3.777777778,4.277777778,3.833333333,2.666666667,4.3492,102.2127,52.3,7538.112359298651
36598.01,3.75,4.1875,3.875,2.875,4.14053,102.66749,51.9,8812.077326989005
7735.11,3.777777778,4.0,3.555555556,3.444444444,4.61642,90.57089,50.5,565.7618723856992
8122.35,3.666666667,3.666666667,3.666666667,3.388888889,6.3713,92.82521,50.5,485.6080575120634
32169.87,3.181818182,3.318181818,3.5,2.863636364,3.48391,100.99853,50.5,4656.233052288042
35273.79,3.045454545,3.363636364,3.409090909,3.0,3.44024,100.64297,52.0,6101.779306606904
35335.37,3.045454545,3.363636364,3.727272727,3.0,3.78135,101.6095,51.4,6010.571035215116
39402.03,2.9,3.3,3.4,3.1,3.8185,101.91998,51.1,5611.026279971753
9912.17,3.5,2.5,3.25,2.5,4.81376,88.51937,49.4,1013.2558122926604
13941.5,3.55,4.1,3.6,2.65,2.26353,96.59815,48.0,1838.3859199054807
15742.06,3.45,4.1,3.6,2.65,2.62679,99.37904,51.6,2498.3153086751217
19227.18,3.777777778,4.277777778,3.833333333,2.666666667,4.81376,97.7345,52.900000000000006,3507.1996605536424
23224.12,3.4,4.1,3.5,2.6,4.81376,109.1081,53.1,2619.5596104180827
2185.6,4.0,3.0,3.0,3.0,7.33565,47.8988,42.9,95.41332502487931
10079.38,3.0,2.75,3.25,2.75,2.67227,80.48947,50.5,404.6942049224604
14835.37,3.5,2.5,3.25,2.5,1.63173,75.30478,50.5,851.5522869210137
15125.82,3.25,2.5,3.25,2.5,1.64626,76.13277,52.2,845.7499807732561
1660.13,3.0,4.0,3.0,3.5,14.79096,39.5876,50.5,203.83585561164423
68787.85,3.55,4.1,3.6,2.65,4.81376,95.36519,52.400000000000006,27334.630407302466
90357.1,3.777777778,4.277777778,3.833333333,2.666666667,4.81376,101.34617,53.1,27440.924904281062
1368.62,4.0,3.5,3.5,3.5,3.84818,21.14828,45.9,45.3662618630386
1489.63,3.0,3.5,3.0,2.5,2.73217,38.02759,44.8,52.34391871481792
1468.1,3.0,3.5,3.5,3.0,4.35638,33.05596,42.7,75.31576083577438
17364.5,3.0,3.333333333,3.375,2.875,4.48577,67.96889,44.6,6060.83697854796
19408.67,3.045454545,3.363636364,3.409090909,3.0,3.95853,66.02975,44.5,7182.632616857483
20146.96,3.045454545,3.363636364,3.727272727,3.0,4.96644,66.82577,50.5,6922.228315252343
21308.22,2.961538462,3.307692308,3.538461538,3.076923077,5.76294,67.1958,45.2,7777.94844839146
22959.2,2.9,3.3,3.4,3.1,6.09392,71.0678,46.5,7576.491446187128
1482.44,3.5,3.5,3.5,3.5,4.00927,25.55252,50.5,81.56764508555067
1732.13,3.5,3.5,4.0,3.5,3.85454,38.77258,50.5,128.54903874196586
25062.07,3.75,4.3125,3.75,2.625,6.31293,100.89894,54.2,7765.312846057769
26523.47,3.875,4.375,3.75,2.5625,5.8462,99.66492,54.0,7397.8305921896335
28722.45,3.777777778,4.277777778,3.833333333,2.666666667,6.91128,98.43982,54.0,8966.664076447258
28973.29,3.75,4.1875,3.875,2.875,7.96375,85.89744,53.7,12680.997797092255
30243.98,3.75,4.25,3.875,3.0,6.75966,85.82467,53.6,13442.604297808715
4227.35,3.5,4.0,3.5,2.5,3.55225,18.82466,51.0,503.23491124955774
4181.98,3.0,4.0,3.5,2.5,3.60428,20.32848,50.5,531.8763773003991
11697.9,3.055555556,3.25,3.277777778,2.805555556,4.20155,88.65556,50.5,1745.4583750592303
12586.73,3.055555556,3.25,3.333333333,2.75,3.81812,87.55458,48.7,1890.9050872126004
15911.63,2.916666667,3.333333333,3.333333333,2.555555556,3.65578,89.24696,50.5,1479.144532949456
17191.91,2.973684211,3.236842105,3.210526316,2.578947368,3.4848,91.84192,46.9,1797.730471493341
16332.84,3.4,4.1,3.5,2.6,4.81376,90.34223,50.5,567.5068784667585
707.53,3.0,3.5,3.5,3.0,4.43012,13.09606,50.5,86.35131081839428
2153.13,3.0,4.0,4.0,2.5,4.71699,58.79362,50.1,32.185225138152006
37625.56,3.55,4.1,3.6,2.65,5.15879,119.33037,53.3,21434.79485587751
41011.15,3.45,4.1,3.6,2.65,5.09047,119.4944,52.3,24512.627397567165
43944.71,3.75,4.3125,3.75,2.625,4.93376,120.56636,52.7,29156.966015362512
46420.2,3.875,4.375,3.75,2.5625,5.09227,121.62638,53.2,33191.46991294264
44557.39,3.777777778,4.277777778,3.777777778,2.611111111,5.49579,121.77332,54.1,26103.58888557244
45041.58,3.777777778,4.277777778,3.833333333,2.666666667,5.5558,123.13176,54.1,29649.96626778757
46599.02,3.75,4.1875,3.875,2.875,5.52617,129.0815,53.900000000000006,34107.43706880925
47272.1,3.75,4.25,3.875,3.0,5.47565,130.1759,53.9,32975.418920758995
49241.52,3.75,4.1875,3.8125,3.0,5.60813,132.12091,53.8,34223.82730386585
25677.42,3.181818182,3.318181818,3.5,2.863636364,6.26886,120.10327,50.5,5256.185190498077
31224.75,3.045454545,3.363636364,3.727272727,3.0,7.0531,118.95163,50.5,7208.819453201553
3384.23,3.5,4.0,4.0,3.5,4.81376,68.51656,40.6,158.76699046213176
3959.97,3.5,3.5,4.0,2.5,4.49311,74.18835,50.5,315.52474429337127
881.85,3.5,2.5,3.5,3.0,4.81376,9.90822,43.2,35.057073286669336
948.69,3.0,2.5,3.5,3.0,4.02096,10.89765,46.6,42.09156763519195
1051.09,3.0,2.5,3.5,3.0,3.73338,13.51845,50.5,28.750479755481035
1057.84,3.0,2.5,4.0,3.0,4.20718,14.35081,50.3,62.5263716974119
1134.74,3.0,2.5,4.0,3.0,6.77797,18.81946,49.8,54.18523004371151
4632.13,3.5,3.0,3.5,3.0,4.81376,43.83671,50.0,537.8463998336208
47966.86,3.55,4.1,3.6,2.65,6.86868,113.87617,51.3,22452.452555193908
54366.01,3.45,4.1,3.6,2.65,6.38567,114.04077,55.4,26193.74191249684
56175.66,3.75,4.3125,3.75,2.625,6.53527,113.62567,54.2,28813.9660635093
62072.75,3.875,4.375,3.75,2.5625,6.28934,112.7376,54.7,35442.8211767606
55620.84,3.777777778,4.277777778,3.777777778,2.611111111,7.09981,111.69433,55.1,24084.181341770065
58226.71,3.777777778,4.277777778,3.833333333,2.666666667,6.74995,113.23055,55.3,26723.268187240094
62460.09,3.75,4.1875,3.875,2.875,6.45617,112.98291,55.6,32385.821021552616
65774.35,3.75,4.25,3.875,3.0,7.37182,110.72072,55.4,32071.309392729767
43198.02,3.0,2.75,3.25,2.75,3.51722,88.53398,50.5,7431.458823819414
3475.59,4.0,2.0,3.5,2.5,2.25436,26.50006,49.6,92.04569373249154
3915.45,4.0,2.0,3.5,2.5,2.63527,34.70948,50.5,98.05388787034376
4040.59,3.5,2.0,3.5,2.5,2.28688,35.84846,51.2,110.11883448949584
4149.38,3.0,2.5,3.5,2.5,2.22175,36.7116,50.6,127.6103688711482
4302.06,3.0,2.5,3.5,2.5,2.49344,39.82736,51.1,122.3394441685248
10996.59,3.777777778,4.0,3.555555556,3.444444444,4.81376,68.21743,39.5,291.3654168889986
15000.64,3.666666667,3.833333333,3.666666667,3.444444444,3.54055,69.05728,39.9,2808.539404899642
15789.83,3.666666667,3.666666667,3.666666667,3.388888889,4.81376,71.34772,40.6,3031.9436593326504
17624.98,3.5,3.722222222,3.611111111,3.388888889,3.29343,70.85691,40.7,4309.303299505459
7963.72,3.777777778,4.0,3.555555556,3.444444444,4.81376,66.91931,39.8,575.6140025394029
9126.94,3.777777778,3.833333333,3.666666667,3.444444444,3.54604,66.24104,38.8,844.9786966169929
10833.9,3.666666667,3.666666667,3.666666667,3.388888889,3.76766,68.32355,40.6,1129.6536659678852
11384.37,3.5,3.722222222,3.611111111,3.388888889,4.96644,70.39032,39.8,1330.685024604124
10861.36,3.444444444,3.611111111,3.611111111,3.388888889,4.96305,76.57348,43.3,1229.5114243324945
6548.05,3.777777778,4.0,3.555555556,3.444444444,2.88118,85.44732,41.6,608.0266609543299
7198.51,3.722222222,4.0,3.611111111,3.444444444,2.67639,88.07086,42.2,837.3500386771778
7961.3,3.777777778,3.833333333,3.666666667,3.444444444,2.6294,90.51896,42.400000000000006,981.9652179881342
8791.26,3.666666667,3.833333333,3.666666667,3.444444444,2.84365,91.04757,44.400000000000006,1086.1629749305575
8881.93,3.611111111,3.777777778,3.611111111,3.5,3.13037,93.40124,44.3,921.7125395812368
9664.27,3.666666667,3.666666667,3.666666667,3.388888889,2.84742,94.70003,45.400000000000006,1313.8137200674714
10400.95,3.5,3.722222222,3.611111111,3.388888889,2.68161,95.20703,46.2,1573.595934346485
10679.8,3.444444444,3.611111111,3.611111111,3.388888889,2.92164,93.43105,46.3,1762.5814361136215
11196.38,3.444444444,3.555555556,3.611111111,3.5,3.28523,97.89767,46.6,1601.7405605858075
11410.33,3.444444444,3.5,3.611111111,3.5,3.66254,95.62184,47.0,1273.1737958033866
4375.8,3.181818182,3.318181818,3.5,2.863636364,2.42629,82.84607,50.5,478.2527898563956
4661.96,3.0,3.333333333,3.375,2.875,2.53381,81.23679,41.900000000000006,539.3529877959886
5236.98,3.045454545,3.363636364,3.590909091,2.954545455,2.65295,84.25254,42.2,413.5240751146318
22725.28,3.55,4.1,3.6,2.65,5.07074,98.02078,47.3,3681.8864637215056
