%pov,cpia_regulation,cpia_gender,cpia_resources,cpia_transparency,cpia_inclusion,cpia_trade,education$,coll_enrollment,income_quintile2,income_quintile3,income_quintile4,income_quintile5,income_top10%,income_middle60%,comm_import_capita,comm_export_capita
19.8,3.75,4.3125,3.75,2.625,3.7375,4.1875,4.23331,117.50554,12.2,16.9,23.1,41.0,25.6,52.2,8652.09539178626,5611.240088391567
20.4,3.875,4.375,3.75,2.5625,3.7875,4.3125,4.501,117.6678,12.3,17.0,23.1,41.0,25.6,52.400000000000006,9111.426623022717,6075.5667147464255
20.7,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,4.86781,118.39464,12.2,16.9,23.2,41.5,25.9,52.3,6200.637930104377,4811.983921974544
20.6,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,4.81924,124.38406,12.0,16.8,23.2,41.7,26.0,52.0,6830.936034094286,5315.203927340823
20.8,3.75,4.1875,3.875,2.875,3.7375,4.1875,4.86651,128.59216,11.8,16.9,23.5,41.8,25.9,52.2,7831.350579661588,6401.157992260031
20.4,3.75,4.25,3.875,3.0,3.75,4.3125,4.4189,131.03416,11.9,17.0,23.4,41.6,25.8,52.3,7091.266754044053,6214.695238690695
22.2,3.75,4.1875,3.8125,3.0,3.725,4.3125,4.30494,131.08604,11.7,17.0,23.7,41.9,25.9,52.4,7191.142604198988,6716.1329344604665
22.5,4.0,4.0,3.5,3.0,3.6,4.0,1.49617,99.64744,11.0,14.6,20.5,46.6,31.9,46.1,850.9681168904609,445.8161726708197
13.5,3.75,4.3125,3.75,2.625,3.7375,4.1875,6.21507,102.63951,14.3,17.8,22.8,36.2,21.7,54.900000000000006,16705.41778766545,18480.517789283276
14.4,3.875,4.375,3.75,2.5625,3.7875,4.3125,6.39072,101.59046,14.1,17.6,22.8,36.9,22.4,54.5,18328.45213244296,19944.4557168574
14.8,3.777777778,4.277777778,3.777777778,2.611111111,3.733333333,4.388888888888889,6.85779,99.69329,14.3,17.8,23.0,36.2,21.5,55.1,12899.77019040137,14100.765055387876
15.4,3.777777778,4.277777778,3.833333333,2.666666667,3.755555556,4.333333333333333,6.622,98.19066,14.2,17.8,22.8,36.6,21.8,54.8,15865.455272727197,16891.500710163204
15.2,3.75,4.1875,3.875,2.875,3.7375,4.1875,6.49111,96.91104,14.3,17.8,23.0,36.3,21.6,55.1,18725.85978292584,19779.22501027334
16.0,3.75,4.25,3.875,3.0,3.75,4.3125,7.65619,98.03959,14.3,17.9,23.0,36.4,21.6,55.2,17285.26878880481,18114.390400628447
15.6,3.75,4.1875,3.8125,3.0,3.725,4.3125,7.71773,128.46305,14.0,17.7,23.2,37.1,22.2,54.9,16727.188265191406,17446.521802002193
21.9,3.0,3.333333333,3.375,2.875,3.090909091,3.7083333333333335,4.05037,71.7623,9.9,14.3,21.4,48.5,32.5,45.6,1938.8630426107543,1968.9532776358092
20.0,3.045454545,3.363636364,3.409090909,2.954545455,3.154545455,3.6818181818181817,3.60314,77.44215,10.3,14.7,21.7,46.7,30.8,46.7,2151.2559148690657,2298.0485655191333
20.4,3.045454545,3.363636364,3.409090909,3.0,3.181818182,3.8181818181818175,3.5085,78.2238,10.1,14.6,21.7,47.2,31.1,46.4,2652.870652713789,2612.691464409161
17.9,3.045454545,3.363636364,3.590909091,2.954545455,3.218181818,4.0,3.8638,80.85283,10.3,14.8,21.8,46.5,30.6,46.900000000000006,1972.606266180554,2248.7684057107435
16.4,3.045454545,3.363636364,3.727272727,3.0,3.263636364,3.954545454545455,3.51031,83.62145,10.4,14.8,21.7,46.5,30.7,46.900000000000006,2671.6284376987546,2860.848415132928
13.2,2.961538462,3.307692308,3.538461538,3.076923077,3.176923077,3.8846153846153846,4.80828,87.44397,11.1,15.1,21.4,45.1,29.9,47.6,3325.190493404974,3330.1483785288124
12.6,2.892857143,3.285714286,3.5,3.142857143,3.178571429,3.928571428571429,4.53768,87.12412,10.4,14.8,21.8,46.3,30.4,47.0,3579.9090484129138,3319.178635740292
10.9,2.9,3.3,3.4,3.1,3.133333333,3.966666666666667,4.12567,86.20559,10.8,15.1,22.1,45.1,29.2,48.0,3603.237649414112,3284.450015451589
23.1,3.0,2.75,3.25,2.75,3.1,4.25,6.45157,84.80422,11.2,15.6,22.1,44.7,29.1,48.9,1268.1831314018866,1010.1340322384395
20.5,3.5,2.5,3.25,2.5,3.2,4.25,6.25478,90.42879,11.6,16.1,22.6,42.9,27.0,50.3,2039.0301608168763,1507.7077055910554
31.1,4.0,3.5,4.5,3.0,3.9,4.0,4.709555,19.55326,9.9,13.8,20.4,49.8,34.5,44.1,73.50225562419284,29.084392985648197
24.5,4.0,3.5,4.0,2.5,3.8,4.0,3.2543,27.36668,9.8,13.5,19.6,51.2,36.4,42.900000000000006,135.2126905450438,49.9041281310764
